1	93	464	0
1	1907	37	0
1	35568	152	0
1	35569	152	0
1	3551	151	0
1	3552	151	0
1	3553	151	0
1	3554	151	0
1	3555	151	0
1	3557	151	0
1	3558	151	0
1	3559	151	0
1	35500	151	0
1	35567	151	0
1	2135	43	0
1	2136	43	0
1	2137	43	0
1	2130	42	0
1	2131	42	0
1	2132	42	0
1	2133	42	0
1	2134	42	0
1	2138	42	0
1	2139	42	0
1	6842	430	0
1	684733	430	0
1	6840	429	0
1	6841	429	0
1	6844	429	0
1	6845	429	0
1	6846	429	0
1	6848	429	0
1	684300	429	0
1	684732	429	0
1	684734	429	0
1	684999	429	0
1	3763	176	0
1	3764	176	0
1	3766	176	0
1	3760	175	0
1	3761	175	0
1	3762	175	0
1	3765	175	0
1	3767	175	0
1	3768	175	0
1	3769	175	0
1	24491	85	0
1	24492	85	0
1	2441	84	0
1	2442	84	0
1	2443	84	0
1	2444	84	0
1	2445	84	0
1	2446	84	0
1	2447	84	0
1	2448	84	0
1	24400	84	0
1	24490	84	0
1	24493	84	0
1	24494	84	0
1	24495	84	0
1	24496	84	0
1	24497	84	0
1	24498	84	0
1	24499	84	0
1	1264235	7	0
1	1264469	7	0
1	1264476	7	0
1	1264729	7	0
1	1264772	7	0
1	12641	6	0
1	12643	6	0
1	12645	6	0
1	12646	6	0
1	12648	6	0
1	126474	6	0
1	126475	6	0
1	126476	6	0
1	1264000	6	0
1	1264234	6	0
1	1264236	6	0
1	1264468	6	0
1	1264470	6	0
1	1264471	6	0
1	1264472	6	0
1	1264473	6	0
1	1264474	6	0
1	1264475	6	0
1	1264477	6	0
1	1264728	6	0
1	1264730	6	0
1	1264771	6	0
1	1264773	6	0
1	1264999	6	0
1	1268	8	0
1	540	244	0
1	541	244	0
1	542	244	0
1	543	244	0
1	544	244	0
1	545	244	0
1	546	244	0
1	547	244	0
1	548	244	0
1	549	245	0
1	37447	172	0
1	37491	172	0
1	37492	172	0
1	37493	172	0
1	37494	172	0
1	37497	172	0
1	3741	171	0
1	3742	171	0
1	3743	171	0
1	3745	171	0
1	3746	171	0
1	3747	171	0
1	3748	171	0
1	37400	171	0
1	37446	171	0
1	37448	171	0
1	37490	171	0
1	37495	171	0
1	37496	171	0
1	37498	171	0
1	37499	171	0
1	29756	128	0
1	29759	128	0
1	29773	128	0
1	29774	128	0
1	29796	128	0
1	29799	128	0
1	2971	127	0
1	2972	127	0
1	2973	127	0
1	2974	127	0
1	2978	127	0
1	29700	127	0
1	29755	127	0
1	29757	127	0
1	29758	127	0
1	29760	127	0
1	29772	127	0
1	29775	127	0
1	29795	127	0
1	29797	127	0
1	29798	127	0
1	247	87	0
1	614	406	0
1	6114	406	0
1	6116	406	0
1	612	405	0
1	615	405	0
1	616	405	0
1	617	405	0
1	618	405	0
1	619	405	0
1	6100	405	0
1	6113	405	0
1	6115	405	0
1	6117	405	0
1	6139	405	0
1	672	417	0
1	43650	206	0
1	43660	206	0
1	43664	206	0
1	43676	206	0
1	43680	206	0
1	43699	206	0
1	43711	206	0
1	43720	206	0
1	43730	206	0
1	43740	206	0
1	43780	206	0
1	43810	206	0
1	43820	206	0
1	436888	206	0
1	431	205	0
1	432	205	0
1	433	205	0
1	434	205	0
1	435	205	0
1	4300	205	0
1	4364	205	0
1	4375	205	0
1	4376	205	0
1	43651	205	0
1	43652	205	0
1	43653	205	0
1	43654	205	0
1	43655	205	0
1	43656	205	0
1	43657	205	0
1	43658	205	0
1	43659	205	0
1	43661	205	0
1	43662	205	0
1	43663	205	0
1	43665	205	0
1	43675	205	0
1	43677	205	0
1	43678	205	0
1	43679	205	0
1	43682	205	0
1	43683	205	0
1	43684	205	0
1	43685	205	0
1	43686	205	0
1	43687	205	0
1	43700	205	0
1	43710	205	0
1	43712	205	0
1	43713	205	0
1	43714	205	0
1	43715	205	0
1	43716	205	0
1	43717	205	0
1	43718	205	0
1	43719	205	0
1	43721	205	0
1	43722	205	0
1	43723	205	0
1	43724	205	0
1	43725	205	0
1	43726	205	0
1	43727	205	0
1	43728	205	0
1	43729	205	0
1	43731	205	0
1	43732	205	0
1	43733	205	0
1	43734	205	0
1	43735	205	0
1	43736	205	0
1	43737	205	0
1	43738	205	0
1	43739	205	0
1	43741	205	0
1	43779	205	0
1	43781	205	0
1	43809	205	0
1	43811	205	0
1	43812	205	0
1	43813	205	0
1	43814	205	0
1	43815	205	0
